#bin	matches	misMatches	repMatches	nCount	qNumInsert	qBaseInsert	tNumInsert	tBaseInsert	strand	qName	qSize	qStart	qEnd	tName	tSize	tStart	tEnd	blockCount	blockSizes	qStarts	tStarts
163	3163	6	86	0	0	0	28	58619	+	1563646_a_at	3255	0	3255	chr8	146274826	94836290	94898164	29	23,118,90,134,100,70,75,63,155,109,87,66,157,124,106,57,99,99,87,100,140,141,81,117,117,105,103,143,389,	0,23,141,231,365,465,535,610,673,828,937,1024,1090,1247,1371,1477,1534,1633,1732,1819,1919,2059,2200,2281,2398,2515,2620,2723,2866,	94836290,94836423,94839890,94841263,94845245,94846809,94846975,94853992,94861996,94862277,94863061,94863798,94866625,94867626,94869247,94872666,94874601,94876812,94877304,94878537,94878734,94881021,94885007,94886165,94890243,94890460,94891188,94896708,94897775,
163	3217	9	288	60	28	31	24	48566	+	232023_at	3605	0	3605	chr8	146274826	94846832	94898972	52	47,75,63,155,109,70,17,66,157,124,106,57,99,99,87,100,140,99,11,31,81,117,56,23,9,7,22,1,29,23,37,15,61,24,10,8,14,8,2,21,12,22,31,32,793,7,38,22,7,9,13,308,	0,47,122,185,340,449,520,537,603,760,884,990,1047,1146,1245,1332,1432,1572,1672,1684,1715,1796,1913,1970,1994,2004,2012,2034,2036,2066,2090,2128,2143,2205,2230,2241,2249,2264,2273,2276,2298,2312,2335,2368,2400,3194,3203,3242,3265,3273,3283,3297,	94846832,94846975,94853992,94861996,94862277,94863061,94863131,94863798,94866625,94867626,94869247,94872666,94874601,94876812,94877304,94878537,94878734,94881021,94881120,94881131,94885007,94886165,94890243,94890299,94890322,94890331,94890338,94890460,94890461,94890490,94890513,94890550,94891188,94891249,94891273,94891283,94896708,94896722,94896730,94896732,94896753,94896765,94896787,94896819,94897775,94898568,94898575,94898613,94898635,94898642,94898651,94898664,
1308	628	1	679	11	9	9	2	3256	+	1569377_at	1333	5	1333	chr8	146274826	94836309	94840884	12	232,89,409,15,7,39,228,41,27,5,49,178,	5,237,326,736,752,760,800,1029,1071,1099,1105,1155,	94836309,94837181,94839886,94840295,94840310,94840317,94840356,94840584,94840625,94840652,94840657,94840706,
1308	1202	3	278	38	3	3	1	641	+	1569411_at	1582	1	1525	chr8	146274826	94836315	94838477	4	163,10,52,1296,	1,165,176,229,	94836315,94836478,94836488,94837181,
1309	490	1	33	3	0	0	0	0	+	238229_at	534	0	527	chr8	146274826	94898934	94899461	1	527,	0,	94898934,
19	2115	4	0	0	2	2	20	27714	-	221683_s_at	2156	13	2134	chr12	132349534	87029108	87058941	22	22,20,105,165,85,113,88,101,163,170,124,123,90,183,153,21,54,144,47,70,25,53,	22,44,65,170,335,420,533,621,722,885,1055,1179,1302,1392,1575,1728,1749,1803,1947,1994,2064,2090,	87029108,87029131,87029154,87029601,87033005,87034940,87036390,87036550,87038021,87038904,87043153,87044223,87046853,87047601,87048175,87048452,87049072,87054550,87057052,87057402,87058863,87058888,
1248	2018	0	155	57	1	1	1	1634	+	1556850_at	2251	5	2236	chr12	132349534	86973105	86976969	3	75,569,1586,	5,80,650,	86973105,86974814,86975383,
1248	5928	6	33	0	0	0	28	49205	-	205250_s_at	5967	0	5967	chr12	132349534	86966924	87022096	29	398,80,95,74,142,173,123,165,87,135,124,156,146,123,222,138,214,200,108,267,135,108,165,456,112,152,206,112,1351,	0,398,478,573,647,789,962,1085,1250,1337,1472,1596,1752,1898,2021,2243,2381,2595,2795,2903,3170,3305,3413,3578,4034,4146,4298,4504,4616,	86966924,86968261,86971559,86972247,86973483,86976755,86977805,86978737,86980599,86981888,86986429,86989201,86989688,86995129,86995604,86996999,86998089,87000938,87001754,87002493,87003946,87004298,87005687,87006939,87008635,87010588,87011677,87014795,87020745,
983	4517	3	0	38	1	1	20	82710	-	213959_s_at	4559	0	4559	chr16	88827254	52192100	52279368	22	1501,134,85,184,76,159,84,191,98,281,152,453,118,180,51,107,140,74,147,106,144,93,	0,1501,1635,1720,1904,1980,2139,2223,2414,2513,2794,2946,3399,3517,3697,3748,3855,3995,4069,4216,4322,4466,	52192100,52196893,52202379,52210437,52227851,52229108,52232445,52232697,52237037,52237135,52240376,52243947,52247884,52248865,52249826,52250184,52256282,52262922,52264282,52266429,52277845,52279275,
983	256	1	88	0	0	0	0	0	-	241028_at	450	0	345	chr16	88827254	52246924	52247269	1	345,	105,	52246924,
